timestamp,interval,value,eventnum,uniqueid,eventtype
1531948076503,1,"[1366, 677]",2,A1B9H14AV44C0G:3BEFOD78W7BSJ8GUIDH9MOVUL33M4X,window_resize
1531948111114,34611,"[1366, 768]",3,A1B9H14AV44C0G:3BEFOD78W7BSJ8GUIDH9MOVUL33M4X,window_resize
1531940948557,0,,1,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,initialized
1531940948557,0,"[1024, 728]",2,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,window_resize
1531940986455,37898,"[1366, 768]",3,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,window_resize
1531941225130,238675,"[1024, 728]",4,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,window_resize
1531941236952,11822,off,5,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,focus
1531941237009,57,on,6,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,focus
1532198937742,0,,1,A1C7UV2UT2S9T7:3FQ5JJ512M6JFSQXF6JP6K9QN5BNKC,initialized
1532198937742,0,"[1024, 768]",2,A1C7UV2UT2S9T7:3FQ5JJ512M6JFSQXF6JP6K9QN5BNKC,window_resize
1532198962920,25178,"[1920, 989]",3,A1C7UV2UT2S9T7:3FQ5JJ512M6JFSQXF6JP6K9QN5BNKC,window_resize
1532198965029,2109,"[1920, 1080]",4,A1C7UV2UT2S9T7:3FQ5JJ512M6JFSQXF6JP6K9QN5BNKC,window_resize
1531769887773,0,,1,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,initialized
1531769887773,0,"[1024, 721]",2,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531769926701,38928,"[1366, 768]",3,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531769970736,44035,off,4,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531769970968,232,"[1366, 767]",5,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531769976709,5741,on,6,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531769976918,209,"[1366, 768]",7,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770364542,387624,off,8,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770364782,240,"[1366, 767]",9,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770434862,70080,on,10,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770435071,209,"[1366, 768]",11,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770435811,740,off,12,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770436055,244,"[1366, 767]",13,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770437358,1303,on,14,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770437568,210,"[1366, 768]",15,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770573860,136292,off,16,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770574071,211,"[1366, 767]",17,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770576369,2298,on,18,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770576581,212,"[1366, 768]",19,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770616869,40288,off,20,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770617089,220,"[1366, 767]",21,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770642436,25347,on,22,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770642645,209,"[1366, 768]",23,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770647337,4692,off,24,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770647567,230,"[1366, 767]",25,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770658197,10630,on,26,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770658404,207,"[1366, 768]",27,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770835932,177528,off,28,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770836170,238,"[1366, 767]",29,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531770865197,29027,on,30,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,focus
1531770865416,219,"[1366, 768]",31,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,window_resize
1531941613132,0,,1,A1FHU01TYWRUP1:3PM8NZGV8ZYA2P2WUHQV08CXOZRQXP,initialized
1531941613132,0,"[1061, 726]",2,A1FHU01TYWRUP1:3PM8NZGV8ZYA2P2WUHQV08CXOZRQXP,window_resize
1531941643175,30043,"[1066, 800]",3,A1FHU01TYWRUP1:3PM8NZGV8ZYA2P2WUHQV08CXOZRQXP,window_resize
1531941341859,0,,1,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,initialized
1531941341859,0,"[1024, 768]",2,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,window_resize
1531941362563,20704,"[1920, 1080]",3,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,window_resize
1531942291026,928463,off,4,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,focus
1531942291027,1,on,5,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,focus
1532027155270,0,,1,A1HCAHVUX8W26M:3T3IWE1XG753L8TCP7PYB5RRBCJTQ7,initialized
1532027155270,0,"[1440, 826]",2,A1HCAHVUX8W26M:3T3IWE1XG753L8TCP7PYB5RRBCJTQ7,window_resize
1532027179857,24587,"[1440, 900]",3,A1HCAHVUX8W26M:3T3IWE1XG753L8TCP7PYB5RRBCJTQ7,window_resize
1531768283983,0,,1,A1HIQZEC2ER7GS:338JKRMM27HLTJV00HBN7M9YUG0AHZ,initialized
1531768283983,0,"[1024, 654]",2,A1HIQZEC2ER7GS:338JKRMM27HLTJV00HBN7M9YUG0AHZ,window_resize
1531768285406,1423,off,3,A1HIQZEC2ER7GS:338JKRMM27HLTJV00HBN7M9YUG0AHZ,focus
1531768293098,7692,on,4,A1HIQZEC2ER7GS:338JKRMM27HLTJV00HBN7M9YUG0AHZ,focus
1531768315180,22082,"[1024, 705]",5,A1HIQZEC2ER7GS:338JKRMM27HLTJV00HBN7M9YUG0AHZ,window_resize
1531768315928,748,"[1280, 800]",6,A1HIQZEC2ER7GS:338JKRMM27HLTJV00HBN7M9YUG0AHZ,window_resize
1531522412925,0,,1,A1JDVHXCOUWSTK:36U2A8VAG2HDRRUBM8S0N07XO7TKYA,initialized
1531522412926,1,"[1028, 778]",2,A1JDVHXCOUWSTK:36U2A8VAG2HDRRUBM8S0N07XO7TKYA,window_resize
1531522448410,35484,"[1536, 864]",3,A1JDVHXCOUWSTK:36U2A8VAG2HDRRUBM8S0N07XO7TKYA,window_resize
1531516402591,0,,1,A1K0NG4K8VG7E:3WMINLGALCLUCBKKEPXMWVCIG8AAC8,initialized
1531516402591,0,"[1024, 713]",2,A1K0NG4K8VG7E:3WMINLGALCLUCBKKEPXMWVCIG8AAC8,window_resize
1531516408593,6002,"[1364, 677]",3,A1K0NG4K8VG7E:3WMINLGALCLUCBKKEPXMWVCIG8AAC8,window_resize
1531516431529,22936,"[1364, 768]",4,A1K0NG4K8VG7E:3WMINLGALCLUCBKKEPXMWVCIG8AAC8,window_resize
1531363228914,0,,1,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,initialized
1531363228916,2,"[1301, 620]",2,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,window_resize
1531363229450,534,on,3,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531363254585,25135,off,4,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531363271113,16528,on,5,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531363273022,1909,off,6,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531363273735,713,on,7,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531363278761,5026,"[1301, 731]",8,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,window_resize
1531363280303,1542,off,9,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531363280600,297,on,10,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,focus
1531527193874,0,,1,A1L2TKAJP1PR9D:3AAJC4I4FHAILXYY09U70SGMFI3JZJ,initialized
1531527193874,0,"[1024, 722]",2,A1L2TKAJP1PR9D:3AAJC4I4FHAILXYY09U70SGMFI3JZJ,window_resize
1531527220663,26789,"[1366, 768]",3,A1L2TKAJP1PR9D:3AAJC4I4FHAILXYY09U70SGMFI3JZJ,window_resize
1531941286853,0,,1,A1L5EE6Z5G4938:36H9ULYP63CCGG7YZX00X0046Z7JF4,initialized
1531941286853,0,"[1920, 989]",2,A1L5EE6Z5G4938:36H9ULYP63CCGG7YZX00X0046Z7JF4,window_resize
1531941309836,22983,"[1920, 1080]",3,A1L5EE6Z5G4938:36H9ULYP63CCGG7YZX00X0046Z7JF4,window_resize
1531944210721,0,,1,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,initialized
1531944210721,0,"[1044, 816]",2,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,window_resize
1531944214206,3485,off,3,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944260158,45952,on,4,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944261951,1793,"[1536, 864]",5,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,window_resize
1531944263045,1094,"[1044, 816]",6,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,window_resize
1531944277004,13959,off,7,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944280335,3331,on,8,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944382445,102110,off,9,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944384232,1787,on,10,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944490513,106281,off,11,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944508521,18008,on,12,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944548029,39508,off,13,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944550669,2640,on,14,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944574363,23694,off,15,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944576597,2234,on,16,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944583383,6786,off,17,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944584303,920,on,18,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944634148,49845,off,19,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531944800723,166575,on,20,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531945039257,238534,off,21,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531945543701,504444,on,22,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,focus
1531524080214,0,,1,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,initialized
1531524080215,1,"[922, 691]",2,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,window_resize
1531524108885,28670,"[1920, 980]",3,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,window_resize
1531524110642,1757,"[1920, 1080]",4,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,window_resize
1531525402968,1292326,"[1920, 980]",5,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,window_resize
1531525953754,550786,off,6,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,focus
1531525961898,8144,on,7,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,focus
1531526454585,492687,"[922, 691]",8,A1MTRZDRKNB9GV:3P59JYT76M2MTPRRNWZXFNTOSAS2TU,window_resize
1532040324869,0,,1,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,initialized
1532040324869,0,"[1028, 762]",2,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,window_resize
1532040330157,5288,off,3,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532040336157,6000,on,4,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532040357167,21010,"[1536, 864]",5,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,window_resize
1532040462688,105521,off,6,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532040481132,18444,on,7,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532040649664,168532,off,8,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532040659297,9633,on,9,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532040988852,329555,off,10,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1532041246210,257358,on,11,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,focus
1531689346901,0,,1,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,initialized
1531689346901,0,"[1024, 721]",2,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,window_resize
1531689361473,14572,"[1366, 677]",3,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,window_resize
1531689370006,8533,"[1366, 768]",4,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,window_resize
1531689965658,595652,"[1366, 677]",5,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,window_resize
1531689971261,5603,off,6,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,focus
1531689978295,7034,on,7,A1NVJB5O4H7ZCJ:3NXNZ5RS1BFAVBFJV2BBKE9KAM697J,focus
1531840670230,0,,1,A1P0XSCJ9XAV74:37U1UTWH9W4KZPGOZO33PZ59SLY8RV,initialized
1531840670230,0,"[1024, 768]",2,A1P0XSCJ9XAV74:37U1UTWH9W4KZPGOZO33PZ59SLY8RV,window_resize
1531840672819,2589,"[1920, 989]",3,A1P0XSCJ9XAV74:37U1UTWH9W4KZPGOZO33PZ59SLY8RV,window_resize
1531840694613,21794,"[1920, 1080]",4,A1P0XSCJ9XAV74:37U1UTWH9W4KZPGOZO33PZ59SLY8RV,window_resize
1531936226969,0,,1,A1PKCBFB4QY19G:3UXUOQ9OKFFO0UPON8PBG9K4INNA72,initialized
1531936226969,0,"[1025, 607]",2,A1PKCBFB4QY19G:3UXUOQ9OKFFO0UPON8PBG9K4INNA72,window_resize
1531936250602,23633,"[1280, 720]",3,A1PKCBFB4QY19G:3UXUOQ9OKFFO0UPON8PBG9K4INNA72,window_resize
1531495825895,0,,1,A1PP6DN7HB6Q9P:3MAOD8E57RSPZSP4EPYEWEHSGQUXN0,initialized
1531495825895,0,"[1024, 768]",2,A1PP6DN7HB6Q9P:3MAOD8E57RSPZSP4EPYEWEHSGQUXN0,window_resize
1531495850498,24603,"[1920, 989]",3,A1PP6DN7HB6Q9P:3MAOD8E57RSPZSP4EPYEWEHSGQUXN0,window_resize
1531495853545,3047,"[1920, 1080]",4,A1PP6DN7HB6Q9P:3MAOD8E57RSPZSP4EPYEWEHSGQUXN0,window_resize
1531534087214,0,,1,A1PPGTZ7U838XJ:30ZX6P7VF9DSFMVMB2LTDH6FUA72JZ,initialized
1531534087214,0,"[1280, 910]",2,A1PPGTZ7U838XJ:30ZX6P7VF9DSFMVMB2LTDH6FUA72JZ,window_resize
1531534124307,37093,"[1280, 960]",3,A1PPGTZ7U838XJ:30ZX6P7VF9DSFMVMB2LTDH6FUA72JZ,window_resize
1531946673896,0,,1,A1PXXMC3GQT2II:38SKSKU7R2F2LXXO3QIYGCQOQGCLI7,initialized
1531946673896,0,"[1024, 726]",2,A1PXXMC3GQT2II:38SKSKU7R2F2LXXO3QIYGCQOQGCLI7,window_resize
1531946694666,20770,"[1280, 800]",3,A1PXXMC3GQT2II:38SKSKU7R2F2LXXO3QIYGCQOQGCLI7,window_resize
1531947463703,769037,"[1024, 726]",4,A1PXXMC3GQT2II:38SKSKU7R2F2LXXO3QIYGCQOQGCLI7,window_resize
1531947478645,14942,off,5,A1PXXMC3GQT2II:38SKSKU7R2F2LXXO3QIYGCQOQGCLI7,focus
1531947480851,2206,on,6,A1PXXMC3GQT2II:38SKSKU7R2F2LXXO3QIYGCQOQGCLI7,focus
1532042902519,0,,1,A1Q68M0X4YXHKH:3TE3O85731Q9DAEZJ7U2F8S67N5R2F,initialized
1532042902520,1,"[1024, 721]",2,A1Q68M0X4YXHKH:3TE3O85731Q9DAEZJ7U2F8S67N5R2F,window_resize
1532042932548,30028,"[1366, 768]",3,A1Q68M0X4YXHKH:3TE3O85731Q9DAEZJ7U2F8S67N5R2F,window_resize
1532043214672,282124,"[1024, 721]",4,A1Q68M0X4YXHKH:3TE3O85731Q9DAEZJ7U2F8S67N5R2F,window_resize
1531703663890,0,,1,A1REBBLJU3AZV0:3TE3O85731Q9DAEZJ7U2F8S65T2R2M,initialized
1531703663890,0,"[1024, 768]",2,A1REBBLJU3AZV0:3TE3O85731Q9DAEZJ7U2F8S65T2R2M,window_resize
1531703665547,1657,"[1920, 989]",3,A1REBBLJU3AZV0:3TE3O85731Q9DAEZJ7U2F8S65T2R2M,window_resize
1531703686668,21121,"[1920, 1080]",4,A1REBBLJU3AZV0:3TE3O85731Q9DAEZJ7U2F8S65T2R2M,window_resize
1531522155251,0,,1,A1RVMADIZE3BXK:33CKWXB73K2EVKXM29F94Y0O8KR115,initialized
1531522155251,0,"[1366, 677]",2,A1RVMADIZE3BXK:33CKWXB73K2EVKXM29F94Y0O8KR115,window_resize
1531522194964,39713,"[1366, 768]",3,A1RVMADIZE3BXK:33CKWXB73K2EVKXM29F94Y0O8KR115,window_resize
1531758997747,0,,1,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,initialized
1531758997747,0,"[1024, 768]",2,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,window_resize
1531759004850,7103,on,3,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,focus
1531759021051,16201,"[1600, 900]",4,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,window_resize
1531759022196,1145,"[1024, 768]",5,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,window_resize
1531759051441,29245,off,6,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,focus
1531759057129,5688,on,7,A1TARNH07A75CG:3EO896NRAXDMZLPZUH5PE4F5VWUJT1,focus
1531599901380,0,,1,A1UJ5P13WJV91O:31T4R4OBOTYCT9MM7ML2M4ASGX87CD,initialized
1531599901381,1,"[1024, 768]",2,A1UJ5P13WJV91O:31T4R4OBOTYCT9MM7ML2M4ASGX87CD,window_resize
1531599923008,21627,"[1920, 1080]",3,A1UJ5P13WJV91O:31T4R4OBOTYCT9MM7ML2M4ASGX87CD,window_resize
1532206005478,0,,1,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,initialized
1532206005478,0,"[1028, 778]",2,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,window_resize
1532206029016,23538,off,3,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,focus
1532206029391,375,on,4,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,focus
1532206031230,1839,off,5,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,focus
1532206036049,4819,on,6,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,focus
1532206039211,3162,"[1536, 864]",7,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,window_resize
1532206040785,1574,"[1028, 778]",8,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,window_resize
1532206120088,79303,off,9,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,focus
1532206127118,7030,on,10,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,focus
1532206139600,12482,"[1536, 774]",11,A1UKAS30R0MFI6:3TPWUS5F8AJRJONNFUTEEK99B9JWCE,window_resize
1531848060063,0,,1,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,initialized
1531848060063,0,"[931, 698]",2,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,window_resize
1531848081613,21550,"[2327, 1309]",3,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,window_resize
1531848134995,53382,"[931, 698]",4,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,window_resize
1531848136333,1338,off,5,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848214066,77733,on,6,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848340298,126232,off,7,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848345508,5210,on,8,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848348807,3299,"[2327, 1226]",9,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,window_resize
1531848637019,288212,off,10,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848640963,3944,on,11,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848650322,9359,"[931, 698]",12,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,window_resize
1531848651482,1160,off,13,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848676904,25422,on,14,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848678615,1711,"[2327, 1226]",15,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,window_resize
1531848859128,180513,off,16,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848902062,42934,on,17,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848905218,3156,off,18,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531848925385,20167,on,19,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531849093828,168443,off,20,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531849224263,130435,on,21,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531849351143,126880,off,22,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531849778397,427254,on,23,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531849779103,706,off,24,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531849863498,84395,on,25,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850051479,187981,off,26,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850070013,18534,on,27,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850085141,15128,off,28,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850086507,1366,on,29,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850087493,986,off,30,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850103071,15578,on,31,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850103761,690,off,32,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531850130371,26610,on,33,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,focus
1531703731120,0,,1,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,initialized
1531703731120,0,"[1024, 721]",2,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,window_resize
1531703731844,724,off,3,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,focus
1531703791476,59632,on,4,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,focus
1531703792784,1308,"[1366, 768]",5,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,window_resize
