Subject,Trial,Type,Stimulus,Eye,Location,Response,RT,Acc,stimTime,Block
17,157,static conscious control,f42887_e_190,NA,9,1,0.603834433,1,0,1
17,158,static conscious control,f42887_e_269,NA,9,1,0.623705771,1,0,1
17,159,static conscious control,f42887_e_012,NA,9,1,0.643828101,1,0,1
17,160,static conscious control,f42887_e_168,NA,9,1,0.693856186,1,0,1
17,161,static conscious control,f42887_e_145,NA,9,1,0.593846047,1,0,1
17,162,static conscious control,f42887_e_222,NA,10,2,0.493784278,1,0,1
17,163,static conscious control,f42887_e_218,NA,9,1,0.543666184,1,0,1
17,164,static conscious control,f42887_e_136,NA,9,1,0.683928448,1,0,1
17,165,static conscious control,f42887_e_227,NA,9,1,0.523871668,1,0,1
17,166,static conscious control,f42887_e_182,NA,10,2,0.523884731,1,0,1
17,167,static conscious control,f42887_e_159,NA,10,2,0.753935483,1,0,1
17,168,static conscious control,f42887_e_001,NA,9,1,0.823841748,1,0,1
17,169,static conscious control,f42887_e_191,NA,10,2,0.583779283,1,0,1
17,170,static conscious control,f42887_e_002,NA,9,1,0.64391923,1,0,1
17,171,static conscious control,f42887_e_107,NA,9,1,0.613769013,1,0,1
17,172,static conscious control,f42887_e_130,NA,10,2,0.523676659,1,0,1
17,173,static conscious control,f42887_e_162,NA,9,1,0.593955836,1,0,1
17,174,static conscious control,f42887_e_126,NA,10,2,0.563648556,1,0,1
17,175,static conscious control,f42887_e_117,NA,10,2,0.583946923,1,0,1
17,176,static conscious control,f42887_e_211,NA,9,1,0.553881926,1,0,1
17,177,static conscious control,f42887_e_072,NA,10,2,0.533805005,1,0,1
17,178,static conscious control,f42887_e_030,NA,9,1,0.553817234,1,0,1
17,179,static conscious control,f42887_e_017,NA,10,2,0.553862332,1,0,1
17,180,static conscious control,f42887_e_123,NA,9,1,0.563616832,1,0,1
17,181,static conscious control,f42887_e_084,NA,9,1,0.603812973,1,0,1
17,182,static conscious control,f42887_e_092,NA,9,1,0.62385195,1,0,1
17,183,static conscious control,f42887_e_203,NA,9,1,0.543852485,1,0,1
17,184,static conscious control,f42887_e_196,NA,9,1,0.573986217,1,0,1
17,185,static conscious control,f42887_e_210,NA,9,1,0.543776285,1,0,1
17,186,static conscious control,f42887_e_252,NA,10,2,0.513790909,1,0,1
17,187,static conscious control,f42887_e_244,NA,9,1,0.563854761,1,0,1
17,188,static conscious control,f42887_e_215,NA,10,2,0.473872819,1,0,1
17,189,static conscious control,f42887_e_039,NA,10,2,0.63378031,1,0,1
17,190,static conscious control,f42887_e_146,NA,9,1,0.593876527,1,0,1
17,191,static conscious control,f42887_e_099,NA,10,2,0.573851545,1,0,1
17,192,static conscious control,f42887_e_289,NA,9,1,0.503927552,1,0,1
17,193,static conscious control,f42887_e_277,NA,10,2,0.483916256,1,0,1
17,194,static conscious control,f42887_e_166,NA,9,1,0.503813719,1,0,1
17,195,static conscious control,f42887_e_202,NA,9,1,0.803990938,1,0,1
17,196,static conscious control,f42887_e_212,NA,10,2,0.633901296,1,0,1
17,197,static conscious control,f42887_e_093,NA,9,1,0.57377348,1,0,1
17,198,static conscious control,f42887_e_034,NA,10,2,0.55383123,1,0,1
17,199,static conscious control,f42887_e_296,NA,9,1,0.483650957,1,0,1
17,200,static conscious control,f42887_e_181,NA,9,1,0.593809035,1,0,1
17,201,static conscious control,f42887_e_290,NA,9,1,1.36324479,1,0,1
17,202,static conscious control,f42887_e_062,NA,10,2,0.523919254,1,0,1
17,203,static conscious control,f42887_e_060,NA,9,1,0.743821134,1,0,1
17,204,static conscious control,f42887_e_052,NA,9,1,0.723896612,1,0,1
17,205,static conscious control,f42887_e_258,NA,9,1,0.71364106,1,0,1
17,206,static conscious control,f42887_e_221,NA,10,2,0.543915,1,0,1
17,207,static conscious control,f42887_e_139,NA,10,2,0.563882753,1,0,1
17,208,static conscious control,f42887_e_067,NA,10,2,0.523908369,1,0,1
17,209,static conscious control,f42887_e_192,NA,9,1,0.643922651,1,0,1
17,210,static conscious control,f42887_e_089,NA,10,2,0.613811312,1,0,1
17,211,static conscious control,f42887_e_237,NA,10,2,0.753807654,1,0,1
17,212,static conscious control,f42887_e_286,NA,10,2,0.633714374,1,0,1
17,213,static conscious control,f42887_e_205,NA,9,1,1.083785504,1,0,1
17,214,static conscious control,f42887_e_075,NA,10,2,0.493802006,1,0,1
17,215,static conscious control,f42887_e_020,NA,10,2,0.503646702,1,0,1
17,216,static conscious control,f42887_e_132,NA,9,1,1.02381413,1,0,1
17,217,static conscious control,f42887_e_024,NA,10,2,0.563842632,1,0,1
17,218,static conscious control,f42887_e_208,NA,9,1,0.623747758,1,0,1
17,219,static conscious control,f42887_e_098,NA,9,1,0.733893707,1,0,1
17,220,static conscious control,f42887_e_247,NA,10,2,0.49382751,1,0,1
17,221,static conscious control,f42887_e_279,NA,10,2,0.513713776,1,0,1
17,222,static conscious control,f42887_e_022,NA,9,1,0.703792321,1,0,1
17,223,static conscious control,f42887_e_038,NA,9,1,0.613932921,1,0,1
17,224,static conscious control,f42887_e_204,NA,9,1,0.543915622,1,0,1
17,225,static conscious control,f42887_e_102,NA,10,2,0.523676037,1,0,1
17,226,static conscious control,f42887_e_200,NA,9,1,0.593906073,1,0,1
17,227,static conscious control,f42887_e_106,NA,9,1,0.663958206,1,0,1
17,228,static conscious control,f42887_e_231,NA,10,2,0.493903088,1,0,1
17,229,static conscious control,f42887_e_157,NA,9,1,0.503811853,1,0,1
17,230,static conscious control,f42887_e_128,NA,9,1,0.563901725,1,0,1
17,231,static conscious control,f42887_e_251,NA,9,1,0.553745077,1,0,1
17,232,static conscious control,f42887_e_031,NA,9,1,0.583819716,1,0,1
17,233,static conscious control,f42887_e_083,NA,10,2,0.553804171,1,0,1
17,234,static conscious control,f42887_e_195,NA,9,1,0.553736991,1,0,1
17,235,static conscious control,f42887_e_003,NA,9,1,0.633845624,1,0,1
17,236,static conscious control,f42887_e_050,NA,10,2,0.713868415,1,0,1
17,237,static conscious control,f42887_e_273,NA,9,1,0.763749077,1,0,1
17,238,static conscious control,f42887_e_173,NA,9,1,0.663849039,1,0,1
17,239,static conscious control,f42887_e_063,NA,10,2,0.583950655,1,0,1
17,240,static conscious control,f42887_e_265,NA,10,2,0.593821476,1,0,1
17,241,static conscious control,f42887_e_090,NA,9,1,0.55385269,1,0,1
17,242,static conscious control,f42887_e_081,NA,9,1,0.863846613,1,0,1
17,243,static conscious control,f42887_e_270,NA,10,2,0.603757922,1,0,1
17,244,static conscious control,f42887_e_043,NA,9,1,0.523871668,1,0,1
17,245,static conscious control,f42887_e_226,NA,10,2,0.543821383,1,0,1
17,246,static conscious control,f42887_e_180,NA,10,2,0.843861442,1,0,1
17,247,static conscious control,f42887_e_134,NA,9,1,0.623810273,1,0,1
17,248,static conscious control,f42887_e_194,NA,9,1,0.543645657,1,0,1
17,249,static conscious control,f42887_e_000,NA,10,2,0.683820213,1,0,1
17,250,static conscious control,f42887_e_137,NA,10,2,1.133921823,1,0,1
17,251,static conscious control,f42887_e_233,NA,10,2,0.593906073,1,0,1
17,252,static conscious control,f42887_e_239,NA,10,2,0.523835279,1,0,1
17,253,static conscious control,f42887_e_228,NA,9,1,0.973840162,1,0,1
17,254,static conscious control,f42887_e_110,NA,9,1,0.563733464,1,0,1
17,255,static conscious control,f42887_e_006,NA,9,1,0.523699053,1,0,1
17,256,static conscious control,f42887_e_044,NA,9,1,0.55380075,1,0,1
17,257,static conscious control,f42887_e_220,NA,9,1,0.553789242,1,0,1
17,258,static conscious control,f42887_e_045,NA,9,1,0.533658825,1,0,1
17,259,static conscious control,f42887_e_114,NA,9,1,0.483796825,1,0,1
17,260,static conscious control,f42887_e_135,NA,10,2,0.513831964,1,0,1
17,261,static conscious control,f42887_e_041,NA,9,1,0.55382812,1,0,1
17,262,static conscious control,f42887_e_103,NA,9,1,0.473710467,1,0,1
17,263,static conscious control,f42887_e_291,NA,9,1,0.503818696,1,0,1
17,264,static conscious control,f42887_e_292,NA,9,1,0.673803524,1,0,1
17,265,static conscious control,f42887_e_119,NA,10,2,0.503838912,1,0,1
17,266,static conscious control,f42887_e_153,NA,10,2,0.433836231,1,0,1
17,267,static conscious control,f42887_e_250,NA,9,1,0.683970436,1,0,1
17,268,static conscious control,f42887_e_167,NA,9,1,0.683896413,1,0,1
17,269,static conscious control,f42887_e_059,NA,9,1,0.563714181,1,0,1
17,270,static conscious control,f42887_e_217,NA,10,2,0.723891325,1,0,1
17,271,static conscious control,f42887_e_008,NA,10,2,0.59396921,1,0,1
17,272,static conscious control,f42887_e_152,NA,10,2,0.783698791,1,0,1
17,273,static conscious control,f42887_e_036,NA,9,1,0.683807773,1,0,1
17,274,static conscious control,f42887_e_122,NA,10,2,0.493925481,1,0,1
17,275,static conscious control,f42887_e_032,NA,10,2,0.513838806,1,0,1
17,276,static conscious control,f42887_e_242,NA,9,1,0.623936236,1,0,1
17,277,static conscious control,f42887_e_223,NA,10,2,0.583848641,1,0,1
17,278,static conscious control,f42887_e_161,NA,10,2,0.463728923,1,0,1
17,279,static conscious control,f42887_e_033,NA,10,2,0.623947122,1,0,1
17,280,static conscious control,f42887_e_058,NA,10,2,0.443892109,1,0,1
17,281,static conscious control,f42887_e_076,NA,9,1,0.573817644,1,0,1
17,282,static conscious control,f42887_e_133,NA,10,2,0.593754607,1,0,1
17,283,static conscious control,f42887_e_267,NA,10,2,0.583842109,1,0,1
17,284,static conscious control,f42887_e_100,NA,9,1,0.603828213,1,0,1
17,285,static conscious control,f42887_e_141,NA,9,1,0.723855558,1,0,1
17,286,static conscious control,f42887_e_027,NA,10,2,0.443779831,1,0,1
17,287,static conscious control,f42887_e_189,NA,9,1,0.633829762,1,0,1
17,288,static conscious control,f42887_e_088,NA,9,1,0.553817234,1,0,1
17,289,static conscious control,f42887_e_013,NA,10,2,0.533882448,1,0,1
17,290,static conscious control,f42887_e_125,NA,9,1,0.563916032,1,0,1
17,291,static conscious control,f42887_e_174,NA,9,1,0.573794629,1,0,1
17,292,static conscious control,f42887_e_053,NA,10,2,0.603804886,1,0,1
17,293,static conscious control,f42887_e_164,NA,10,2,0.523920498,1,0,1
17,294,static conscious control,f42887_e_209,NA,10,2,0.533880893,1,0,1
17,295,static conscious control,f42887_e_064,NA,10,2,0.473823678,1,0,1
17,296,static conscious control,f42887_e_028,NA,10,2,0.453889826,1,0,1
17,297,static conscious control,f42887_e_207,NA,10,2,0.363809601,1,0,1
17,298,static conscious control,f42887_e_011,NA,10,2,0.403955358,1,0,1
17,299,static conscious control,f42887_e_069,NA,10,2,0.41387221,1,0,1
17,300,static conscious control,f42887_e_025,NA,10,2,0.373674202,1,0,1
17,301,static conscious control,f42887_e_299,NA,9,1,1.093252622,1,0,2
17,302,static conscious control,f42887_e_156,NA,10,2,0.693805801,1,0,2
17,303,static conscious control,f42887_e_231,NA,10,2,0.433798287,1,0,2
17,304,static conscious control,f42887_e_087,NA,10,2,0.413732562,1,0,2
17,305,static conscious control,f42887_e_014,NA,10,2,0.353810329,1,0,2
17,306,static conscious control,f42887_e_134,NA,9,1,0.513935844,1,0,2
17,307,static conscious control,f42887_e_199,NA,10,2,0.393728419,1,0,2
17,308,static conscious control,f42887_e_071,NA,10,2,0.433928293,1,0,2
17,309,static conscious control,f42887_e_280,NA,9,1,0.533670644,1,0,2
17,310,static conscious control,f42887_e_122,NA,10,2,0.443881223,1,0,2
17,311,static conscious control,f42887_e_178,NA,10,2,0.463864838,1,0,2
17,312,static conscious control,f42887_e_078,NA,9,1,0.463808233,1,0,2
17,313,static conscious control,f42887_e_290,NA,9,1,0.543696975,1,0,2
17,314,static conscious control,f42887_e_028,NA,10,2,0.513900699,1,0,2
17,315,static conscious control,f42887_e_159,NA,10,2,0.443870959,1,0,2
17,316,static conscious control,f42887_e_003,NA,9,1,0.483788738,1,0,2
17,317,static conscious control,f42887_e_254,NA,10,2,0.52389344,1,0,2
17,318,static conscious control,f42887_e_052,NA,9,1,0.483817663,1,0,2
17,319,static conscious control,f42887_e_007,NA,9,1,1.103931471,1,0,2
17,320,static conscious control,f42887_e_168,NA,9,1,0.503813097,1,0,2
17,321,static conscious control,f42887_e_247,NA,10,2,0.723736126,1,0,2
17,322,static conscious control,f42887_e_255,NA,10,2,0.663862101,1,0,2
17,323,static conscious control,f42887_e_098,NA,9,1,0.873820381,1,0,2
17,324,static conscious control,f42887_e_270,NA,10,2,0.483855607,1,0,2
17,325,static conscious control,f42887_e_158,NA,9,1,0.543895405,1,0,2
17,326,static conscious control,f42887_e_273,NA,9,1,0.54386928,1,0,2
17,327,static conscious control,f42887_e_117,NA,10,2,0.633768802,1,0,2
17,328,static conscious control,f42887_e_202,NA,9,1,0.65366782,1,0,2
17,329,static conscious control,f42887_e_281,NA,9,1,1.033871563,1,0,2
17,330,static conscious control,f42887_e_214,NA,10,2,0.513940509,1,0,2
17,331,static conscious control,f42887_e_027,NA,10,2,0.513923714,1,0,2
17,332,static conscious control,f42887_e_059,NA,9,1,0.763717042,1,0,2
17,333,static conscious control,f42887_e_076,NA,9,1,0.753771887,1,0,2
17,334,static conscious control,f42887_e_017,NA,10,2,0.523830614,1,0,2
17,335,static conscious control,f42887_e_283,NA,10,2,0.603913121,1,0,2
17,336,static conscious control,f42887_e_047,NA,9,1,0.703795742,1,0,2
17,337,static conscious control,f42887_e_150,NA,10,2,0.963974939,1,0,2
17,338,static conscious control,f42887_e_143,NA,9,1,0.563850718,1,0,2
17,339,static conscious control,f42887_e_172,NA,9,1,0.513810192,1,0,2
17,340,static conscious control,f42887_e_067,NA,10,2,0.643792334,1,0,2
17,341,static conscious control,f42887_e_058,NA,10,2,0.563873423,1,0,2
17,342,static conscious control,f42887_e_186,NA,9,1,0.563860049,1,0,2
17,343,static conscious control,f42887_e_165,NA,10,2,0.753822583,1,0,2
17,344,static conscious control,f42887_e_116,NA,9,1,0.623785081,1,0,2
17,345,static conscious control,f42887_e_083,NA,10,2,0.973757742,1,0,2
17,346,static conscious control,f42887_e_170,NA,10,2,0.563787892,1,0,2
17,347,static conscious control,f42887_e_137,NA,10,2,0.483692944,1,0,2
17,348,static conscious control,f42887_e_082,NA,10,2,0.52404926,1,0,2
17,349,static conscious control,f42887_e_222,NA,10,2,0.443797248,1,0,2
17,350,static conscious control,f42887_e_024,NA,10,2,0.483924032,1,0,2
17,351,static conscious control,f42887_e_008,NA,10,2,0.42403881,1,0,2
17,352,static conscious control,f42887_e_041,NA,9,1,0.533863787,1,0,2
17,353,static conscious control,f42887_e_244,NA,9,1,0.543713148,1,0,2
17,354,static conscious control,f42887_e_108,NA,9,1,0.513786866,1,0,2
17,355,static conscious control,f42887_e_043,NA,9,1,0.393834788,1,0,2
17,356,static conscious control,f42887_e_109,NA,9,1,0.563871245,1,0,2
17,357,static conscious control,f42887_e_225,NA,10,2,0.623775128,1,0,2
17,358,static conscious control,f42887_e_171,NA,9,1,0.533869386,1,0,2
17,359,static conscious control,f42887_e_276,NA,10,2,0.453817047,1,0,2
17,360,static conscious control,f42887_e_278,NA,10,2,0.543884831,1,0,2
17,361,static conscious control,f42887_e_111,NA,10,2,0.433849605,1,0,2
17,362,static conscious control,f42887_e_044,NA,9,1,0.453662471,1,0,2
17,363,static conscious control,f42887_e_190,NA,9,1,0.503756181,1,0,2
17,364,static conscious control,f42887_e_075,NA,10,2,0.573829463,1,0,2
17,365,static conscious control,f42887_e_236,NA,10,2,0.523885975,1,0,2
17,366,static conscious control,f42887_e_101,NA,10,2,0.473834253,1,0,2
17,367,static conscious control,f42887_e_184,NA,10,2,0.513743634,1,0,2
17,368,static conscious control,f42887_e_149,NA,10,2,0.533833307,1,0,2
17,369,static conscious control,f42887_e_113,NA,10,2,0.533896755,1,0,2
17,370,static conscious control,f42887_e_051,NA,10,2,0.543918732,1,0,2
17,371,static conscious control,f42887_e_239,NA,10,2,0.553885347,1,0,2
17,372,static conscious control,f42887_e_031,NA,9,1,0.553715219,1,0,2
17,373,static conscious control,f42887_e_200,NA,9,1,0.823909551,1,0,2
17,374,static conscious control,f42887_e_144,NA,9,1,0.643772739,1,0,2
17,375,static conscious control,f42887_e_097,NA,9,1,0.523788626,1,0,2
17,376,static conscious control,f42887_e_266,NA,10,2,0.483785317,1,0,2
17,377,static conscious control,f42887_e_192,NA,9,1,0.573833817,1,0,2
17,378,static conscious control,f42887_e_123,NA,9,1,0.513825432,1,0,2
17,379,static conscious control,f42887_e_077,NA,10,2,0.513632911,1,0,2
17,380,static conscious control,f42887_e_046,NA,10,2,0.523596105,1,0,2
17,381,static conscious control,f42887_e_167,NA,9,1,0.673750651,1,0,2
17,382,static conscious control,f42887_e_250,NA,9,1,0.553789553,1,0,2
17,383,static conscious control,f42887_e_119,NA,10,2,0.583690954,1,0,2
17,384,static conscious control,f42887_e_249,NA,9,1,0.513764784,1,0,2
17,385,static conscious control,f42887_e_261,NA,10,2,0.573717185,1,0,2
17,386,static conscious control,f42887_e_021,NA,10,2,0.53382491,1,0,2
17,387,static conscious control,f42887_e_056,NA,9,1,0.603705049,1,0,2
17,388,static conscious control,f42887_e_049,NA,10,2,0.493793298,1,0,2
17,389,static conscious control,f42887_e_026,NA,10,2,0.613855788,1,0,2
17,390,static conscious control,f42887_e_037,NA,10,2,0.473799419,1,0,2
17,391,static conscious control,f42887_e_016,NA,10,2,0.463641838,1,0,2
17,392,static conscious control,f42887_e_285,NA,10,2,0.483805533,1,0,2
17,393,static conscious control,f42887_e_298,NA,9,1,0.61386574,1,0,2
17,394,static conscious control,f42887_e_127,NA,10,2,0.483838501,1,0,2
17,395,static conscious control,f42887_e_002,NA,9,1,0.803980986,1,0,2
17,396,static conscious control,f42887_e_262,NA,10,2,0.543714081,1,0,2
17,397,static conscious control,f42887_e_010,NA,10,2,0.493863588,1,0,2
17,398,static conscious control,f42887_e_094,NA,9,1,0.523793603,1,0,2
17,399,static conscious control,f42887_e_277,NA,10,2,0.753659609,1,0,2
17,400,static conscious control,f42887_e_050,NA,10,2,0.553713353,1,0,2
17,401,static conscious control,f42887_e_073,NA,9,1,0.903220108,1,0,2
17,402,static conscious control,f42887_e_063,NA,10,2,0.573820755,1,0,2
17,403,static conscious control,f42887_e_086,NA,10,2,0.603761966,1,0,2
17,404,static conscious control,f42887_e_045,NA,9,1,0.54381454,1,0,2
17,405,static conscious control,f42887_e_131,NA,9,1,0.593762071,1,0,2
17,406,static conscious control,f42887_e_181,NA,9,1,0.573809869,1,0,2
17,407,static conscious control,f42887_e_295,NA,10,2,0.513869597,1,0,2
17,408,static conscious control,f42887_e_204,NA,9,1,0.613701522,1,0,2
17,409,static conscious control,f42887_e_100,NA,9,1,0.563839832,1,0,2
17,410,static conscious control,f42887_e_095,NA,10,2,0.543798367,1,0,2
17,411,static conscious control,f42887_e_185,NA,10,2,0.523889397,1,0,2
17,412,static conscious control,f42887_e_141,NA,9,1,0.593739056,1,0,2
17,413,static conscious control,f42887_e_032,NA,10,2,0.513761362,1,0,2
17,414,static conscious control,f42887_e_106,NA,9,1,0.473795686,1,0,2
17,415,static conscious control,f42887_e_169,NA,9,1,0.563660996,1,0,2
17,416,static conscious control,f42887_e_004,NA,9,1,0.773852541,1,0,2
17,417,static conscious control,f42887_e_253,NA,10,2,0.563557427,1,0,2
17,418,static conscious control,f42887_e_296,NA,9,1,0.52382626,1,0,2
17,419,static conscious control,f42887_e_065,NA,9,1,0.543792458,1,0,2
17,420,static conscious control,f42887_e_033,NA,10,2,0.463705908,1,0,2
17,421,static conscious control,f42887_e_175,NA,10,2,0.433734528,1,0,2
17,422,static conscious control,f42887_e_019,NA,10,2,0.483825439,1,0,2
17,423,static conscious control,f42887_e_132,NA,9,1,0.56378416,1,0,2
17,424,static conscious control,f42887_e_206,NA,9,1,0.573917482,1,0,2
17,425,static conscious control,f42887_e_118,NA,10,2,0.543880477,1,0,2
17,426,static conscious control,f42887_e_187,NA,10,2,0.463857685,1,0,2
17,427,static conscious control,f42887_e_099,NA,10,2,0.493894068,1,0,2
17,428,static conscious control,f42887_e_238,NA,9,1,0.563975437,1,0,2
17,429,static conscious control,f42887_e_062,NA,10,2,0.573948273,1,0,2
17,430,static conscious control,f42887_e_197,NA,9,1,0.573873939,1,0,2
17,431,static conscious control,f42887_e_129,NA,10,2,0.433884128,1,0,2
17,432,static conscious control,f42887_e_284,NA,9,1,0.443936584,1,0,2
17,433,static conscious control,f42887_e_072,NA,10,2,0.453737115,1,0,2
17,434,static conscious control,f42887_e_177,NA,9,1,0.55381288,1,0,2
17,435,static conscious control,f42887_e_012,NA,9,1,0.503850109,1,0,2
17,436,static conscious control,f42887_e_198,NA,10,2,0.443989147,1,0,2
17,437,static conscious control,f42887_e_289,NA,9,1,0.473905787,1,0,2
17,438,static conscious control,f42887_e_153,NA,10,2,0.453942388,1,0,2
17,439,static conscious control,f42887_e_269,NA,9,1,0.493843061,1,0,2
17,440,static conscious control,f42887_e_120,NA,10,2,0.52385083,1,0,2
17,441,static conscious control,f42887_e_035,NA,9,1,0.453859346,1,0,2
17,442,static conscious control,f42887_e_260,NA,9,1,0.573841904,1,0,2
17,443,static conscious control,f42887_e_142,NA,10,2,0.4737509,1,0,2
17,444,static conscious control,f42887_e_006,NA,9,1,0.523816307,1,0,2
17,445,static conscious control,f42887_e_025,NA,10,2,0.573847191,1,0,2
17,446,static conscious control,f42887_e_088,NA,9,1,0.693790561,1,0,2
17,447,static conscious control,f42887_e_068,NA,9,1,0.493890336,1,0,2
17,448,static conscious control,f42887_e_218,NA,9,1,0.483696054,1,0,2
17,449,static conscious control,f42887_e_138,NA,10,2,0.703797297,1,0,2
17,450,static conscious control,f42887_e_215,NA,10,2,0.483836324,1,0,2
17,451,static conscious control,f42887_e_208,NA,9,1,0.583880987,1,0,2
17,452,static conscious control,f42887_e_061,NA,9,1,0.513918738,1,0,2
17,453,static conscious control,f42887_e_279,NA,10,2,0.443837369,1,0,2
17,454,static conscious control,f42887_e_297,NA,10,2,0.473789155,1,0,2
17,455,static conscious control,f42887_e_173,NA,9,1,1.003835802,1,0,2
17,456,static conscious control,f42887_e_054,NA,10,2,0.513793397,1,0,2
17,457,static conscious control,f42887_e_166,NA,9,1,0.603786847,1,0,2
17,458,static conscious control,f42887_e_293,NA,10,2,0.613738533,1,0,2
17,459,static conscious control,f42887_e_213,NA,9,1,0.613860142,1,0,2
17,460,static conscious control,f42887_e_009,NA,10,2,0.523914278,1,0,2
17,461,static conscious control,f42887_e_066,NA,10,2,0.443731001,1,0,2
17,462,static conscious control,f42887_e_093,NA,9,1,0.533642963,1,0,2
17,463,static conscious control,f42887_e_015,NA,10,2,0.513620471,1,0,2
17,464,static conscious control,f42887_e_103,NA,9,1,0.543719368,1,0,2
17,465,static conscious control,f42887_e_079,NA,10,2,0.463669518,1,0,2
17,466,static conscious control,f42887_e_240,NA,10,2,0.483392811,1,0,2
17,467,static conscious control,f42887_e_139,NA,10,2,0.453813937,1,0,2
17,468,static conscious control,f42887_e_151,NA,9,1,0.543680802,1,0,2
17,469,static conscious control,f42887_e_161,NA,10,2,0.483753282,1,0,2
17,470,static conscious control,f42887_e_102,NA,10,2,0.503851664,1,0,2
17,471,static conscious control,f42887_e_055,NA,9,1,0.523702785,1,0,2
17,472,static conscious control,f42887_e_089,NA,10,2,0.563842321,1,0,2
17,473,static conscious control,f42887_e_023,NA,9,1,0.483879556,1,0,2
17,474,static conscious control,f42887_e_203,NA,9,1,0.603797422,1,0,2
17,475,static conscious control,f42887_e_252,NA,10,2,0.533789143,1,0,2
17,476,static conscious control,f42887_e_020,NA,10,2,0.483918744,1,0,2
17,477,static conscious control,f42887_e_183,NA,9,1,0.63384438,1,0,2
17,478,static conscious control,f42887_e_157,NA,9,1,0.60384874,1,0,2
17,479,static conscious control,f42887_e_194,NA,9,1,0.573804893,1,0,2
17,480,static conscious control,f42887_e_107,NA,9,1,0.573852479,1,0,2
17,481,static conscious control,f42887_e_029,NA,9,1,0.523644002,1,0,2
17,482,static conscious control,f42887_e_257,NA,9,1,0.613814111,1,0,2
17,483,static conscious control,f42887_e_228,NA,9,1,0.463863283,1,0,2
17,484,static conscious control,f42887_e_034,NA,10,2,0.493871053,1,0,2
17,485,static conscious control,f42887_e_126,NA,10,2,0.453892936,1,0,2
17,486,static conscious control,f42887_e_196,NA,9,1,0.543805832,1,0,2
17,487,static conscious control,f42887_e_022,NA,9,1,0.583929817,1,0,2
17,488,static conscious control,f42887_e_125,NA,9,1,0.553869796,1,0,2
17,489,static conscious control,f42887_e_048,NA,9,1,0.513665879,1,0,2
17,490,static conscious control,f42887_e_114,NA,9,1,0.463829071,1,0,2
17,491,static conscious control,f42887_e_241,NA,10,2,0.553787998,1,0,2
17,492,static conscious control,f42887_e_235,NA,10,2,0.513898833,1,0,2
17,493,static conscious control,f42887_e_230,NA,9,1,0.893804308,1,0,2
17,494,static conscious control,f42887_e_148,NA,9,1,0.593909495,1,0,2
17,495,static conscious control,f42887_e_220,NA,9,1,0.523854562,1,0,2
17,496,static conscious control,f42887_e_080,NA,10,2,0.503842333,1,0,2
17,497,static conscious control,f42887_e_096,NA,9,1,0.533848547,1,0,2
17,498,static conscious control,f42887_e_294,NA,10,2,0.503778574,1,0,2
17,499,static conscious control,f42887_e_274,NA,10,2,0.543876744,1,0,2
17,500,static conscious control,f42887_e_246,NA,10,2,0.543803655,1,0,2
17,501,static conscious control,f42887_e_128,NA,9,1,1.073165437,1,0,2
17,502,static conscious control,f42887_e_018,NA,9,1,0.773792825,1,0,2
17,503,static conscious control,f42887_e_070,NA,10,2,0.693923677,1,0,2
17,504,static conscious control,f42887_e_081,NA,9,1,0.723844983,1,0,2
17,505,static conscious control,f42887_e_224,NA,9,1,0.623831423,1,0,2
17,506,static conscious control,f42887_e_042,NA,9,1,0.603696963,1,0,2
17,507,static conscious control,f42887_e_162,NA,9,1,0.663869566,1,0,2
17,508,static conscious control,f42887_e_233,NA,10,2,0.493845238,1,0,2
17,509,static conscious control,f42887_e_251,NA,9,1,0.533882137,1,0,2
17,510,static conscious control,f42887_e_090,NA,9,1,0.653898596,1,0,2
17,511,static conscious control,f42887_e_152,NA,10,2,0.763891524,1,0,2
17,512,static conscious control,f42887_e_110,NA,9,1,0.563815884,1,0,2
17,513,static conscious control,f42887_e_001,NA,9,1,1.403755994,1,0,2
17,514,static conscious control,f42887_e_115,NA,10,2,0.573997725,1,0,2
17,515,static conscious control,f42887_e_229,NA,9,1,0.913797565,1,0,2
17,516,static conscious control,f42887_e_057,NA,9,1,0.493843994,1,0,2
17,517,static conscious control,f42887_e_124,NA,10,2,0.573905663,1,0,2
17,518,static conscious control,f42887_e_163,NA,9,1,0.573979685,1,0,2
17,519,static conscious control,f42887_e_064,NA,10,2,0.583829357,1,0,2
17,520,static conscious control,f42887_e_271,NA,10,2,0.663873609,1,0,2
17,521,static conscious control,f42887_e_219,NA,9,1,0.503691489,1,0,2
17,522,static conscious control,f42887_e_060,NA,9,1,0.523861094,1,0,2
17,523,static conscious control,f42887_e_221,NA,10,2,0.573835683,1,0,2
17,524,static conscious control,f42887_e_147,NA,9,1,0.55373979,1,0,2
17,525,static conscious control,f42887_e_286,NA,10,2,0.393971325,1,0,2
17,526,static conscious control,f42887_e_155,NA,9,1,0.433812904,1,0,2
17,527,static conscious control,f42887_e_164,NA,10,2,0.503859128,1,0,2
17,528,static conscious control,f42887_e_104,NA,9,1,0.493921438,1,0,2
17,529,static conscious control,f42887_e_248,NA,10,2,0.563688366,1,0,2
17,530,static conscious control,f42887_e_005,NA,10,2,0.613808513,1,0,2
17,531,static conscious control,f42887_e_038,NA,9,1,0.543991821,1,0,2
17,532,static conscious control,f42887_e_195,NA,9,1,0.563739373,1,0,2
17,533,static conscious control,f42887_e_030,NA,9,1,0.513834763,1,0,2
